
client-address,client-guid,request-time,service-guid,retries-request,packets-requested,packets-serviced,max-hole-size
2.63.218.165,e5ffcd07-35de-4825-a4e3-534527e39dc6,2016-06-28 19:18:21 ADT,d224de85-cd41-4f03-bff6-de9815877975,5,10,16,3
60.21.167.133,a2baa715-405b-4f6b-86b4-ec77e30b563e,2016-06-28 17:13:41 ADT,3cc76b74-7d16-4651-9699-34332a56f6e7,2,9,15,4
133.77.39.72,48520ba1-9619-47a3-9649-9dedf2a1154a,2016-06-29 01:47:57 ADT,db7b9cde-0a4b-459a-a301-88a447410499,6,5,3,5
73.210.117.192,f6cc94a6-f9d2-4fa5-a3a6-58420a97b89b,2016-06-28 20:22:03 ADT,d224de85-cd41-4f03-bff6-de9815877975,5,14,3,9
108.215.182.159,97fee10a-afef-4205-a9c2-8e058acf9c39,2016-06-29 05:04:44 ADT,52073b51-cd51-4438-bd54-3bce3a7c239f,5,15,8,10
108.215.182.159,97fee10a-afef-4205-a9c2-8e058acf9c39,2016-06-28 14:49:18 ADT,d224de85-cd41-4f03-bff6-de9815877975,7,16,9,5
73.210.117.192,f6cc94a6-f9d2-4fa5-a3a6-58420a97b89b,2016-06-29 01:47:46 ADT,3cc76b74-7d16-4651-9699-34332a56f6e7,9,17,14,11
38.254.207.22,b2fa475f-bad9-414a-a705-a07d2a58aeb8,2016-06-29 06:51:11 ADT,b3be9c1c-5712-420d-a359-e9ef0e93c9c5,6,16,6,9
75.126.50.161,0e6e02b4-cf55-4332-92cf-d68a2020c1c3,2016-06-28 22:55:41 ADT,98279a79-c822-45b4-8429-45ce97a336e5,8,10,9,10
100.244.243.255,0ab47f58-2c17-4b8d-9bd1-20ca3b924877,2016-06-29 04:21:33 ADT,98279a79-c822-45b4-8429-45ce97a336e5,3,9,10,13
154.136.58.42,75ee8466-b60c-4737-98bb-243219e3bb09,2016-06-29 02:20:38 ADT,9e3d54d8-bcea-4bd5-94f5-bd636df152fa,3,7,13,9
232.214.222.187,088fc0fe-c1cf-4ab9-82d8-a497b923ecee,2016-06-29 00:39:02 ADT,50b89ee3-f4cb-46d9-8d5c-319f6a032406,7,11,9,9
66.66.0.223,3ef951dd-3101-491b-82d2-9524f014d933,2016-06-29 07:17:02 ADT,98279a79-c822-45b4-8429-45ce97a336e5,7,11,6,6
192.41.186.24,3c2905c7-1561-4683-a885-34fe7f6a2e32,2016-06-28 16:19:34 ADT,db7b9cde-0a4b-459a-a301-88a447410499,4,10,17,5
73.210.117.192,f6cc94a6-f9d2-4fa5-a3a6-58420a97b89b,2016-06-28 15:16:30 ADT,98279a79-c822-45b4-8429-45ce97a336e5,3,14,10,3
188.142.186.200,19c26d80-eedb-43fd-a6fc-ce7d1e99b5ae,2016-06-28 19:05:13 ADT,db7b9cde-0a4b-459a-a301-88a447410499,7,8,10,11
99.76.33.112,d95c005b-414f-4f7b-8677-1a84ba57bb9f,2016-06-29 04:04:27 ADT,db7b9cde-0a4b-459a-a301-88a447410499,9,6,17,17
231.246.4.49,335e3deb-64bb-4454-b49f-dbbeb0087d16,2016-06-29 06:04:48 ADT,b3be9c1c-5712-420d-a359-e9ef0e93c9c5,3,11,13,13
240.239.146.238,542ad590-4084-4689-8124-503b9aa79f8e,2016-06-28 13:00:45 ADT,50b89ee3-f4cb-46d9-8d5c-319f6a032406,4,4,5,14
186.91.102.20,8134c95f-4a74-44ec-82bc-18ceb67ff141,2016-06-29 03:56:41 ADT,c5a5edbb-338d-449a-99cb-1baeba48abb2,3,13,16,16
107.225.10.253,9bc628b7-e57b-4624-bb76-73f796808ca2,2016-06-29 03:18:55 ADT,3cc76b74-7d16-4651-9699-34332a56f6e7,3,6,11,4
38.254.207.22,b2fa475f-bad9-414a-a705-a07d2a58aeb8,2016-06-28 18:23:35 ADT,98279a79-c822-45b4-8429-45ce97a336e5,2,10,13,7
12.74.212.73,2fbba381-9354-41ee-997f-b03aed004c27,2016-06-29 06:48:25 ADT,fa005302-61ce-44ca-88a5-015fd4392f37,5,6,14,13
237.62.58.106,2efcbf4a-b254-4887-876a-8b5d5901ea18,2016-06-28 19:28:36 ADT,fa005302-61ce-44ca-88a5-015fd4392f37,6,13,13,14
237.62.58.106,2efcbf4a-b254-4887-876a-8b5d5901ea18,2016-06-28 15:48:18 ADT,c5a5edbb-338d-449a-99cb-1baeba48abb2,5,4,11,16
75.175.93.93,074d853b-eba6-472b-b588-adcc0ad69402,2016-06-28 10:34:40 ADT,3cc76b74-7d16-4651-9699-34332a56f6e7,1,13,13,16
140.214.11.29,4cb4360f-7947-4c97-a4cd-9544bbd17eb5,2016-06-29 05:15:43 ADT,8151ff61-4777-4187-b719-e750b91281c8,2,5,12,3
66.13.76.178,ed7e7e31-ef3c-4ad9-b451-f0a1d077a343,2016-06-28 18:39:18 ADT,35501e3f-e06c-4cb5-9062-e8611a591cab,6,11,15,14
100.244.243.255,0ab47f58-2c17-4b8d-9bd1-20ca3b924877,2016-06-29 06:24:29 ADT,2536e29e-3570-4d53-be7c-b9d059c632a7,9,14,6,8
172.253.121.37,74d98da3-c7cc-4a53-8202-bcdc7fc0f257,2016-06-29 06:57:15 ADT,8232ac92-6020-4101-88c0-74d51ea1542b,5,19,6,12
107.10.23.203,fdaa780e-976b-4c42-b25a-15f1cd5f5fe8,2016-06-29 01:16:42 ADT,b3be9c1c-5712-420d-a359-e9ef0e93c9c5,6,9,5,5
121.160.149.186,253462d8-f8c4-41d5-9d0d-56ae360b8138,2016-06-29 04:37:57 ADT,e16b762f-d0a2-4e1f-95a2-2ee9985c6aff,4,13,7,7
12.74.212.73,2fbba381-9354-41ee-997f-b03aed004c27,2016-06-28 11:18:30 ADT,9e3d54d8-bcea-4bd5-94f5-bd636df152fa,7,11,6,14
0.199.32.33,fa1b8375-e2dc-44b8-aaf3-7f9f0fa130a0,2016-06-28 16:57:29 ADT,8232ac92-6020-4101-88c0-74d51ea1542b,3,14,17,9
165.158.180.207,041dde05-3142-4131-afbd-fd29fd3e27c5,2016-06-29 04:47:54 ADT,185ec7fa-2efc-424e-835f-de882857f55e,7,3,17,15
145.157.137.136,7acbeb5f-ce5f-4805-b24b-6ba979dbd383,2016-06-29 04:15:54 ADT,9e3d54d8-bcea-4bd5-94f5-bd636df152fa,6,11,13,10
79.200.199.206,a3ecf55a-6220-428c-8db9-8079d7ebd878,2016-06-28 20:31:15 ADT,52073b51-cd51-4438-bd54-3bce3a7c239f,5,8,3,13
75.126.50.161,0e6e02b4-cf55-4332-92cf-d68a2020c1c3,2016-06-28 17:22:28 ADT,8de44210-f265-4f16-a94b-8b0eadc0de23,7,4,10,13
9.56.251.126,66b30946-5ea7-4c77-923f-6c9d40476750,2016-06-29 04:36:24 ADT,98279a79-c822-45b4-8429-45ce97a336e5,6,15,16,11
107.225.10.253,9bc628b7-e57b-4624-bb76-73f796808ca2,2016-06-28 11:49:00 ADT,c5a5edbb-338d-449a-99cb-1baeba48abb2,6,11,11,8
224.132.246.252,5b552447-ee78-4c84-97d6-6078a9351b8b,2016-06-28 14:42:03 ADT,3cc76b74-7d16-4651-9699-34332a56f6e7,7,14,0,2
167.96.196.72,6295a04a-196d-49a9-b879-e59e0ae54f11,2016-06-29 09:07:13 ADT,e16b762f-d0a2-4e1f-95a2-2ee9985c6aff,4,13,0,11
73.210.117.192,f6cc94a6-f9d2-4fa5-a3a6-58420a97b89b,2016-06-28 22:49:27 ADT,52073b51-cd51-4438-bd54-3bce3a7c239f,7,7,18,9
160.98.154.250,747ba432-9b7d-4a18-baa1-f0232736e6ee,2016-06-28 13:09:36 ADT,e16b762f-d0a2-4e1f-95a2-2ee9985c6aff,6,16,18,7
167.133.116.248,553f4b0e-eef6-41ac-ae2a-ddbff89e9105,2016-06-28 18:06:32 ADT,185ec7fa-2efc-424e-835f-de882857f55e,0,10,3,5
180.226.111.28,7ee9b8a3-4e4a-40ee-8339-38e3624fc7bd,2016-06-28 23:59:36 ADT,db7b9cde-0a4b-459a-a301-88a447410499,1,13,14,4
246.120.142.242,fa441031-7542-4258-82c0-823a08efab5c,2016-06-29 01:08:59 ADT,318e9d5d-53f9-43eb-a9d1-88b5c51687f8,5,6,14,16
89.213.140.79,3039974d-855d-4bdc-9537-7b4f2730f97f,2016-06-28 19:59:05 ADT,35501e3f-e06c-4cb5-9062-e8611a591cab,5,7,11,4
120.31.196.134,b714f712-3aac-4651-96e5-362503cfd5c2,2016-06-28 18:28:00 ADT,52073b51-cd51-4438-bd54-3bce3a7c239f,6,12,17,11
208.205.203.252,b16626c1-7af2-4e88-a5f9-4f2bf2971c2b,2016-06-28 23:53:40 ADT,b3be9c1c-5712-420d-a359-e9ef0e93c9c5,6,15,19,5
63.238.170.201,0c592e15-c7c6-441b-9ee4-71a46608d5cb,2016-06-29 00:35:03 ADT,52073b51-cd51-4438-bd54-3bce3a7c239f,6,18,13,17
254.118.151.41,d3c0ca30-8a57-4535-9167-69e950df32ae,2016-06-28 11:59:59 ADT,318e9d5d-53f9-43eb-a9d1-88b5c51687f8,4,16,9,5
65.38.190.30,a0dc0c76-856e-4a33-af88-6aa5a2f71d5d,2016-06-28 15:57:50 ADT,0342f6df-6e8c-48c3-8390-667eb678638b,9,16,13,14
214.199.193.63,8505b999-b13d-4099-ab93-e63299af94bc,2016-06-29 01:57:27 ADT,52073b51-cd51-4438-bd54-3bce3a7c239f,3,7,10,2
152.196.5.179,9247096f-9cea-4ec4-a9ec-fb87a7eca907,2016-06-28 14:15:31 ADT,9e3d54d8-bcea-4bd5-94f5-bd636df152fa,7,13,13,18
103.100.11.222,51643750-454e-4704-9ed8-5df37a7e9a03,2016-06-28 13:51:21 ADT,185ec7fa-2efc-424e-835f-de882857f55e,4,14,8,13
172.253.121.37,74d98da3-c7cc-4a53-8202-bcdc7fc0f257,2016-06-29 07:15:20 ADT,7f386bb2-4bbf-4f14-b56e-3dad78f28674,8,9,12,9
79.200.199.206,a3ecf55a-6220-428c-8db9-8079d7ebd878,2016-06-29 00:34:07 ADT,9e3d54d8-bcea-4bd5-94f5-bd636df152fa,3,13,16,14
197.212.243.81,4eb26a85-4e57-45c2-969a-9d9dc6bb264c,2016-06-29 03:12:55 ADT,98279a79-c822-45b4-8429-45ce97a336e5,8,11,15,2
140.214.11.29,4cb4360f-7947-4c97-a4cd-9544bbd17eb5,2016-06-28 14:55:38 ADT,35501e3f-e06c-4cb5-9062-e8611a591cab,4,10,12,11
38.254.207.22,b2fa475f-bad9-414a-a705-a07d2a58aeb8,2016-06-28 19:00:46 ADT,318e9d5d-53f9-43eb-a9d1-88b5c51687f8,7,14,11,14
139.199.67.14,b4dce314-e569-4a2a-b5c3-b369b59c9ca3,2016-06-28 11:26:18 ADT,9e3d54d8-bcea-4bd5-94f5-bd636df152fa,4,15,6,5
166.160.242.208,15d7c9ed-bc30-4f87-9452-1e8c3c7fbe0b,2016-06-28 09:38:30 ADT,d224de85-cd41-4f03-bff6-de9815877975,6,12,4,11
58.137.70.112,da911b08-851c-4e0a-a567-7a5b5afd1589,2016-06-28 17:02:10 ADT,9e3d54d8-bcea-4bd5-94f5-bd636df152fa,7,8,14,8
188.142.186.200,19c26d80-eedb-43fd-a6fc-ce7d1e99b5ae,2016-06-28 17:33:31 ADT,b3be9c1c-5712-420d-a359-e9ef0e93c9c5,6,10,2,15
44.53.33.231,849f679f-02b2-485f-8e0c-66d138bc7bb7,2016-06-28 23:29:53 ADT,fa005302-61ce-44ca-88a5-015fd4392f37,8,5,4,12
165.158.180.207,041dde05-3142-4131-afbd-fd29fd3e27c5,2016-06-28 22:11:29 ADT,fa005302-61ce-44ca-88a5-015fd4392f37,1,14,3,18
1.39.43.77,903b19e4-9999-40e7-b310-40ba293a8b37,2016-06-29 05:27:54 ADT,0342f6df-6e8c-48c3-8390-667eb678638b,7,12,17,13
60.21.167.133,a2baa715-405b-4f6b-86b4-ec77e30b563e,2016-06-29 00:31:40 ADT,fa005302-61ce-44ca-88a5-015fd4392f37,8,14,15,15
121.160.149.186,253462d8-f8c4-41d5-9d0d-56ae360b8138,2016-06-29 01:39:35 ADT,db7b9cde-0a4b-459a-a301-88a447410499,5,4,18,10
63.112.127.116,1eafc017-80fb-4121-910b-de0f6df88819,2016-06-28 11:37:52 ADT,db7b9cde-0a4b-459a-a301-88a447410499,4,13,11,13
44.53.33.231,849f679f-02b2-485f-8e0c-66d138bc7bb7,2016-06-28 22:38:14 ADT,8151ff61-4777-4187-b719-e750b91281c8,4,12,12,15
254.118.151.41,d3c0ca30-8a57-4535-9167-69e950df32ae,2016-06-28 22:17:41 ADT,318e9d5d-53f9-43eb-a9d1-88b5c51687f8,7,14,13,10
138.245.228.58,607c9370-5251-4f08-9468-709de19594b1,2016-06-28 15:49:30 ADT,50b89ee3-f4cb-46d9-8d5c-319f6a032406,4,10,9,11
48.25.41.90,9f82fc47-7422-40b1-b6a4-f8b070febddd,2016-06-28 17:26:19 ADT,3cc76b74-7d16-4651-9699-34332a56f6e7,2,3,8,16
9.101.131.209,6949c7c0-6852-4ffa-a46f-9a64190e8b78,2016-06-29 01:30:16 ADT,e16b762f-d0a2-4e1f-95a2-2ee9985c6aff,6,17,16,14
168.150.100.132,3a33932e-9887-4b81-9490-aca35a8b58c2,2016-06-28 14:16:55 ADT,7f386bb2-4bbf-4f14-b56e-3dad78f28674,9,15,11,14
79.200.199.206,a3ecf55a-6220-428c-8db9-8079d7ebd878,2016-06-29 08:25:39 ADT,8151ff61-4777-4187-b719-e750b91281c8,9,7,12,5
107.225.10.253,9bc628b7-e57b-4624-bb76-73f796808ca2,2016-06-28 15:31:13 ADT,35501e3f-e06c-4cb5-9062-e8611a591cab,5,11,15,8
108.215.182.159,97fee10a-afef-4205-a9c2-8e058acf9c39,2016-06-29 02:16:23 ADT,98279a79-c822-45b4-8429-45ce97a336e5,8,6,11,7
107.225.10.253,9bc628b7-e57b-4624-bb76-73f796808ca2,2016-06-28 13:18:40 ADT,98279a79-c822-45b4-8429-45ce97a336e5,4,3,0,3
103.100.11.222,51643750-454e-4704-9ed8-5df37a7e9a03,2016-06-28 21:04:35 ADT,185ec7fa-2efc-424e-835f-de882857f55e,5,16,16,16
115.89.140.166,b7dde0a3-6c73-438a-9669-5e1d3efdc5a4,2016-06-28 15:38:41 ADT,9e3d54d8-bcea-4bd5-94f5-bd636df152fa,7,9,4,7
166.160.242.208,15d7c9ed-bc30-4f87-9452-1e8c3c7fbe0b,2016-06-28 15:10:39 ADT,35501e3f-e06c-4cb5-9062-e8611a591cab,5,9,7,11
203.99.237.72,0b8eeb97-cc5c-4ae6-9b0a-f16efc3e3383,2016-06-29 05:13:49 ADT,b3be9c1c-5712-420d-a359-e9ef0e93c9c5,5,14,19,13
75.175.93.93,074d853b-eba6-472b-b588-adcc0ad69402,2016-06-28 13:22:05 ADT,2536e29e-3570-4d53-be7c-b9d059c632a7,7,13,16,13
100.244.243.255,0ab47f58-2c17-4b8d-9bd1-20ca3b924877,2016-06-28 10:28:26 ADT,9e3d54d8-bcea-4bd5-94f5-bd636df152fa,3,8,17,12
48.25.41.90,9f82fc47-7422-40b1-b6a4-f8b070febddd,2016-06-28 22:35:50 ADT,8232ac92-6020-4101-88c0-74d51ea1542b,3,16,6,12
84.204.210.155,827b1228-fd25-48ca-80a2-886c9392bf45,2016-06-29 04:44:10 ADT,8232ac92-6020-4101-88c0-74d51ea1542b,9,18,5,12
0.199.32.33,fa1b8375-e2dc-44b8-aaf3-7f9f0fa130a0,2016-06-29 00:11:22 ADT,9e3d54d8-bcea-4bd5-94f5-bd636df152fa,2,13,15,14
120.31.196.134,b714f712-3aac-4651-96e5-362503cfd5c2,2016-06-28 14:36:59 ADT,35501e3f-e06c-4cb5-9062-e8611a591cab,4,10,5,6
108.215.182.159,97fee10a-afef-4205-a9c2-8e058acf9c39,2016-06-28 12:25:36 ADT,98279a79-c822-45b4-8429-45ce97a336e5,6,17,0,4
42.231.39.19,13c04d34-1386-4b4b-bf2b-dd224fe7c263,2016-06-29 00:11:13 ADT,db7b9cde-0a4b-459a-a301-88a447410499,7,11,6,15
209.174.22.218,8e75ea69-9ad6-4a1f-9b8e-2f77dc3cd7bd,2016-06-28 15:17:20 ADT,db7b9cde-0a4b-459a-a301-88a447410499,9,15,18,12
13.197.159.253,a3258b81-a235-46a4-a5d1-707b58d8d5f5,2016-06-28 18:37:20 ADT,b3be9c1c-5712-420d-a359-e9ef0e93c9c5,1,2,8,13
145.157.137.136,7acbeb5f-ce5f-4805-b24b-6ba979dbd383,2016-06-28 10:37:35 ADT,0342f6df-6e8c-48c3-8390-667eb678638b,5,9,14,1
24.197.69.7,67d5e3dd-f39a-401b-957b-88acb474f65a,2016-06-28 10:24:50 ADT,db7b9cde-0a4b-459a-a301-88a447410499,4,8,7,7
79.200.199.206,a3ecf55a-6220-428c-8db9-8079d7ebd878,2016-06-28 15:45:05 ADT,b3be9c1c-5712-420d-a359-e9ef0e93c9c5,4,18,11,18
180.226.111.28,7ee9b8a3-4e4a-40ee-8339-38e3624fc7bd,2016-06-28 18:36:12 ADT,8de44210-f265-4f16-a94b-8b0eadc0de23,6,12,11,10
107.10.23.203,fdaa780e-976b-4c42-b25a-15f1cd5f5fe8,2016-06-28 15:07:15 ADT,b3be9c1c-5712-420d-a359-e9ef0e93c9c5,7,14,9,15
240.107.225.33,63652f6f-5441-4ad0-a5e7-9c0818e4696b,2016-06-28 15:46:54 ADT,52073b51-cd51-4438-bd54-3bce3a7c239f,9,5,15,8
154.136.58.42,75ee8466-b60c-4737-98bb-243219e3bb09,2016-06-29 05:54:57 ADT,8151ff61-4777-4187-b719-e750b91281c8,6,17,7,12
9.101.131.209,6949c7c0-6852-4ffa-a46f-9a64190e8b78,2016-06-28 15:49:05 ADT,0342f6df-6e8c-48c3-8390-667eb678638b,6,16,11,6
66.66.0.223,3ef951dd-3101-491b-82d2-9524f014d933,2016-06-28 21:35:58 ADT,35501e3f-e06c-4cb5-9062-e8611a591cab,2,4,15,16
84.204.210.155,827b1228-fd25-48ca-80a2-886c9392bf45,2016-06-28 13:51:52 ADT,3cc76b74-7d16-4651-9699-34332a56f6e7,5,11,12,9
186.91.102.20,8134c95f-4a74-44ec-82bc-18ceb67ff141,2016-06-29 07:04:58 ADT,7f386bb2-4bbf-4f14-b56e-3dad78f28674,4,18,3,14
160.98.154.250,747ba432-9b7d-4a18-baa1-f0232736e6ee,2016-06-29 00:37:31 ADT,7f386bb2-4bbf-4f14-b56e-3dad78f28674,7,11,8,14
156.80.210.99,9dc02e96-af25-4344-ac83-58a048464b6c,2016-06-28 20:18:59 ADT,2536e29e-3570-4d53-be7c-b9d059c632a7,3,14,17,11
0.199.32.33,fa1b8375-e2dc-44b8-aaf3-7f9f0fa130a0,2016-06-28 20:55:55 ADT,d224de85-cd41-4f03-bff6-de9815877975,7,17,3,15
140.223.53.70,71058018-ea7d-4f5a-8b02-8c22b88a4427,2016-06-29 06:51:01 ADT,c5a5edbb-338d-449a-99cb-1baeba48abb2,6,7,1,16
121.160.149.186,253462d8-f8c4-41d5-9d0d-56ae360b8138,2016-06-28 15:31:34 ADT,8151ff61-4777-4187-b719-e750b91281c8,3,17,15,9
180.226.111.28,7ee9b8a3-4e4a-40ee-8339-38e3624fc7bd,2016-06-29 06:24:31 ADT,52073b51-cd51-4438-bd54-3bce3a7c239f,0,17,5,13
60.130.118.153,8bf2b921-0ee0-493d-8012-8a4459bfda3e,2016-06-28 20:21:46 ADT,318e9d5d-53f9-43eb-a9d1-88b5c51687f8,2,12,9,12
103.100.11.222,51643750-454e-4704-9ed8-5df37a7e9a03,2016-06-28 22:05:50 ADT,2536e29e-3570-4d53-be7c-b9d059c632a7,6,14,0,9
119.155.118.53,1f462900-ab9d-479b-aecb-2de45d875881,2016-06-29 03:27:29 ADT,52073b51-cd51-4438-bd54-3bce3a7c239f,6,3,1,16
209.174.22.218,8e75ea69-9ad6-4a1f-9b8e-2f77dc3cd7bd,2016-06-29 05:43:54 ADT,9e3d54d8-bcea-4bd5-94f5-bd636df152fa,7,6,13,12
164.170.92.72,f6bf1522-c2f8-4c2e-af24-9a65ce7d12b0,2016-06-28 16:11:53 ADT,fa005302-61ce-44ca-88a5-015fd4392f37,8,10,12,14
44.53.33.231,849f679f-02b2-485f-8e0c-66d138bc7bb7,2016-06-28 15:24:30 ADT,8de44210-f265-4f16-a94b-8b0eadc0de23,4,15,12,4
86.180.189.129,710ea431-4d00-4816-990c-47f0de23e4c5,2016-06-28 22:36:11 ADT,3cc76b74-7d16-4651-9699-34332a56f6e7,7,8,11,10
63.238.170.201,0c592e15-c7c6-441b-9ee4-71a46608d5cb,2016-06-28 22:50:04 ADT,db7b9cde-0a4b-459a-a301-88a447410499,6,6,13,13
42.231.39.19,13c04d34-1386-4b4b-bf2b-dd224fe7c263,2016-06-28 22:49:29 ADT,b3be9c1c-5712-420d-a359-e9ef0e93c9c5,1,14,13,5
172.253.121.37,74d98da3-c7cc-4a53-8202-bcdc7fc0f257,2016-06-29 03:27:17 ADT,fa005302-61ce-44ca-88a5-015fd4392f37,6,7,12,13
203.99.237.72,0b8eeb97-cc5c-4ae6-9b0a-f16efc3e3383,2016-06-28 16:09:33 ADT,7f386bb2-4bbf-4f14-b56e-3dad78f28674,6,8,5,10
119.155.118.53,1f462900-ab9d-479b-aecb-2de45d875881,2016-06-29 02:56:42 ADT,8de44210-f265-4f16-a94b-8b0eadc0de23,3,7,13,9
89.213.140.79,3039974d-855d-4bdc-9537-7b4f2730f97f,2016-06-29 00:16:16 ADT,2536e29e-3570-4d53-be7c-b9d059c632a7,7,9,15,6
9.56.251.126,66b30946-5ea7-4c77-923f-6c9d40476750,2016-06-29 06:32:10 ADT,185ec7fa-2efc-424e-835f-de882857f55e,7,14,8,13
209.174.22.218,8e75ea69-9ad6-4a1f-9b8e-2f77dc3cd7bd,2016-06-28 15:37:40 ADT,35501e3f-e06c-4cb5-9062-e8611a591cab,6,12,8,8
48.240.206.11,255b90f8-e6e7-4be3-88de-0e1c35413af5,2016-06-28 09:45:45 ADT,35501e3f-e06c-4cb5-9062-e8611a591cab,6,15,14,7
10.65.7.118,1d68b9c2-e8c5-4ed3-afae-50650bc4887e,2016-06-28 11:22:26 ADT,8232ac92-6020-4101-88c0-74d51ea1542b,5,15,12,10
75.175.93.93,074d853b-eba6-472b-b588-adcc0ad69402,2016-06-28 15:31:22 ADT,52073b51-cd51-4438-bd54-3bce3a7c239f,6,6,9,17
119.155.118.53,1f462900-ab9d-479b-aecb-2de45d875881,2016-06-28 09:48:02 ADT,185ec7fa-2efc-424e-835f-de882857f55e,7,6,0,12
208.205.203.252,b16626c1-7af2-4e88-a5f9-4f2bf2971c2b,2016-06-29 08:52:40 ADT,2536e29e-3570-4d53-be7c-b9d059c632a7,8,13,14,12
48.25.41.90,9f82fc47-7422-40b1-b6a4-f8b070febddd,2016-06-28 20:27:55 ADT,d224de85-cd41-4f03-bff6-de9815877975,6,14,13,10
154.136.58.42,75ee8466-b60c-4737-98bb-243219e3bb09,2016-06-29 06:09:59 ADT,db7b9cde-0a4b-459a-a301-88a447410499,7,14,9,14
140.223.53.70,71058018-ea7d-4f5a-8b02-8c22b88a4427,2016-06-29 06:45:46 ADT,8de44210-f265-4f16-a94b-8b0eadc0de23,1,6,9,3
254.118.151.41,d3c0ca30-8a57-4535-9167-69e950df32ae,2016-06-28 09:41:20 ADT,98279a79-c822-45b4-8429-45ce97a336e5,5,12,17,12
133.77.39.72,48520ba1-9619-47a3-9649-9dedf2a1154a,2016-06-28 15:45:39 ADT,318e9d5d-53f9-43eb-a9d1-88b5c51687f8,8,16,9,6
214.199.193.63,8505b999-b13d-4099-ab93-e63299af94bc,2016-06-28 11:30:47 ADT,8232ac92-6020-4101-88c0-74d51ea1542b,8,9,0,10
163.96.74.120,72b3074e-88e8-4dd1-9084-3d2bf04a3e90,2016-06-28 18:10:48 ADT,0342f6df-6e8c-48c3-8390-667eb678638b,6,13,11,5
